LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,c
2,7,0,7,0,12,4,0.1,6,2.0,1,0.25,15,1,0,35,0,3,0.75,68.55,21,30230.73,0.48,249,0.05,1679.48,1439.56,0.25,3,6,13,0.09,123,126,41,14,46,16.67,42,FALSE
1,3,0,0,2,4,2,0.29,2,2.0,1,0.5,6,1,0,7,2,2,1,10.42,8.25,709.1,0.03,22,0.12,39.39,85.95,0.5,1,2,6,0.17,11,11,6,9,12,22.22,7,FALSE
6,5,1,4,5,8,3,0.2,4,2.0,2,0.67,11,1,0,11,2,3,1,24.87,11.46,3265.45,0.09,63,0.09,181.41,284.98,0.33,2,4,10,0.1,25,38,12,11,29,45,15,FALSE
17,27,3,3,18,44,14,0.17,18,2.44,6,0.43,51,9,0.62,79,0,14,1,57.29,46.22,122395.16,0.88,435,0.02,6799.73,2648.05,0.64,13,22,39,0.12,159,276,43,25,119,21,82,FALSE
0,3,0,0,1,4,2,0.18,2,2.0,1,0.5,6,1,0,11,1,2,1,16.94,8.13,1118.06,0.05,33,0.12,62.11,137.61,0.5,1,2,6,0.14,13,20,8,10,14,8.33,11,FALSE
5,3,0,0,3,4,2,0.29,2,2.0,1,0.5,6,1,0,7,0,2,1,26.67,4.5,540,0.04,30,0.22,30,120,0.5,1,2,6,0.12,15,15,10,6,17,30,7,FALSE
7,25,2,0,18,44,13,0.27,20,2.2,3,0.23,55,6,0.42,48,1,8,0.62,39.18,58.48,133998.62,0.76,400,0.02,7444.37,2291.17,0.46,12,22,44,0.17,193,207,33,20,75,27.27,48,TRUE
2,3,0,0,0,4,2,0.25,2,2.0,1,0.5,7,1,0,8,0,2,1,17.27,7.29,916.65,0.04,34,0.14,50.93,125.81,0.5,1,2,7,0.17,17,17,7,6,12,0,8,FALSE
5,1,0,0,16,0,1,0.14,0,0,1,1,1,1,0,7,0,1,1,57.27,5.76,1903.03,0.11,72,0.17,105.72,330.12,1,0,0,2,0.03,28,44,17,7,30,69.57,7,FALSE
7,1,0,0,8,0,1,0.11,0,0,1,1,1,1,0,9,0,0,0,98.58,5.33,2796.39,0.18,107,0.19,155.36,525.04,1,0,0,2,0.04,35,72,23,7,26,47.06,9,TRUE
0,3,0,0,1,4,2,0.18,2,2.0,1,0.5,6,1,0,11,1,2,1,16.29,7.56,931.62,0.04,29,0.13,51.76,123.19,0.5,1,2,6,0.14,11,18,8,11,14,8.33,11,FALSE
26,31,7,9,21,60,16,0.18,30,2.0,2,0.13,83,1,0,78,0,7,0.44,85.18,35.77,109011.28,1.02,478,0.03,6056.18,3047.27,0.06,15,30,69,0.12,241,237,64,19,136,27.78,87,TRUE
1,7,1,0,0,12,4,0.44,6,2.0,2,0.5,16,1,0,9,1,2,0.5,9.94,20.43,4149.67,0.07,47,0.05,230.54,203.13,0.25,3,6,14,0.33,22,25,7,13,12,0,9,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,11.58,2.67,82.35,0.01,11,0.38,4.57,30.88,1,0,0,2,0.2,4,7,3,4,5,0,3,FALSE
0,3,0,0,0,4,2,0.15,2,2.0,1,0.5,6,1,0,13,2,2,1,19.72,10.5,2174.18,0.07,53,0.1,120.79,207.07,0.5,1,2,6,0.13,24,29,8,7,15,0,13,FALSE
0,3,0,0,0,4,2,1,2,2.0,1,0.5,5,1,0,2,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,0.5,1,2,5,0.5,1,3,1,3,4,0,2,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,13.2,2.5,82.5,0.01,11,0.4,4.58,33,1,0,0,2,0.2,5,6,4,4,5,0,3,FALSE
2,1,0,0,14,0,1,0.25,0,0,1,1,1,1,0,4,1,1,1,11.01,14,2158.15,0.05,43,0.07,119.9,154.15,1,0,0,2,0.05,20,23,5,7,21,77.78,4,TRUE
7,3,4,1,6,4,2,0.09,2,2.0,2,1,10,1,0,22,0,2,1,44.5,21.58,20724.8,0.32,183,0.05,1151.38,960.37,0.5,1,2,10,0.05,83,100,25,13,38,24.14,23,FALSE
45,61,3,2,68,106,31,0.19,46,2.3,3,0.1,127,20,0.63,160,0,28,0.9,61.68,64.5,256623.54,1.33,633,0.02,14256.86,3978.66,0.65,30,53,98,0.11,258,375,52,26,277,30.43,162,TRUE
3,9,0,0,4,14,5,0.28,6,2.33,1,0.2,16,1,0,18,0,5,1,17.99,13,3039.83,0.08,51,0.08,168.88,233.83,0.2,4,7,13,0.19,22,29,11,13,27,18.18,18,FALSE
4,1,0,0,5,0,1,0.08,0,0,1,1,1,1,0,13,0,1,1,85.14,2.4,490.38,0.07,49,0.42,27.24,204.33,1,0,0,2,0.04,24,25,15,3,24,27.78,13,FALSE
1,3,0,0,1,4,2,0.67,2,2.0,1,0.5,6,1,0,3,2,2,1,8.3,6,298.97,0.02,15,0.17,16.61,49.83,0.5,1,2,6,0.29,8,7,4,6,7,25,3,FALSE
1,3,0,0,0,4,2,0.22,2,2.0,1,0.5,6,1,0,9,2,2,1,10.82,9.75,1028.49,0.04,27,0.1,57.14,105.49,0.5,1,2,6,0.17,13,14,6,9,12,0,9,TRUE
6,3,1,0,7,4,2,0.15,2,2.0,1,0.5,8,1,0,13,1,2,1,16.23,21.09,7220.51,0.11,72,0.05,401.14,342.35,0.5,1,2,8,0.07,29,43,11,16,28,35,13,TRUE
22,38,9,2,61,66,20,0.16,32,2.06,10,0.5,127,13,0.63,124,1,11,0.55,59.36,88.78,467827.72,1.76,820,0.01,25990.43,5269.54,0.65,17,33,109,0.09,388,432,59,27,211,33.69,126,TRUE
6,9,2,6,4,4,7,0.11,2,2.0,4,0.57,22,1,0,57,1,7,1,51.55,33,56139.09,0.57,288,0.03,3118.84,1701.18,0.14,1,2,17,0.09,132,156,40,20,75,14.93,63,FALSE
9,11,3,0,33,20,6,0.26,10,2.0,2,0.33,28,1,0,23,2,5,0.83,19.5,40.24,31575.87,0.26,153,0.02,1754.21,784.78,0.17,5,10,24,0.09,76,77,17,18,68,58.93,23,TRUE
5,5,1,0,6,8,3,0.25,4,2.0,2,0.67,11,3,1,12,1,3,1,28.47,8.75,2179.83,0.08,53,0.11,121.1,249.12,1,2,4,10,0.09,15,38,12,14,32,33.33,12,TRUE
1,5,1,0,0,8,3,0.27,4,2.0,1,0.33,11,1,0,11,2,3,1,15.38,17.82,4881.96,0.09,59,0.06,271.22,273.99,0.33,2,4,10,0.21,28,31,11,14,14,0,11,TRUE
7,15,2,0,9,26,8,0.27,12,2.17,3,0.38,32,1,0,30,1,5,0.63,25.01,30,22511.76,0.25,141,0.03,1250.65,750.39,0.13,7,13,26,0.17,60,81,20,20,48,23.08,30,TRUE
9,23,2,5,9,38,12,0.26,16,2.38,4,0.33,42,8,0.64,41,3,5,0.42,42.25,28.27,33760.15,0.4,215,0.04,1875.56,1194.24,0.67,11,19,32,0.18,70,145,26,21,68,25.45,46,TRUE
62,9,6,19,50,16,5,0.08,8,2.0,2,0.4,24,1,0,42,0,2,0.4,46.62,31.57,46467.35,0.49,268,0.03,2581.52,1471.82,0.2,4,8,21,0.03,104,164,28,17,175,62.16,61,TRUE
4,5,1,0,2,6,3,0.17,2,3.0,2,0.67,10,3,1,18,1,3,1,19.51,15.71,4814.52,0.1,66,0.06,267.47,306.49,1,2,3,9,0.12,29,37,12,13,26,10,18,FALSE
2,1,1,0,2,0,1,0.17,0,0,1,1,3,1,0,6,0,0,0,17.51,5,437.85,0.03,23,0.2,24.32,87.57,1,0,0,4,0.08,10,13,7,7,12,25,6,FALSE
8,11,2,0,6,20,6,0.32,10,2.0,2,0.33,31,1,0,19,1,6,1,34.67,15,7800,0.17,104,0.07,433.33,520,0.17,5,10,27,0.17,50,54,20,12,35,24,19,TRUE
3,5,0,2,7,8,3,0.1,4,2.0,1,0.33,10,1,0,28,2,3,1,21.41,27.56,16265.89,0.2,116,0.04,903.66,590.15,0.33,2,4,9,0.07,49,67,16,18,42,24.32,30,FALSE
13,1,1,0,12,0,1,0.05,0,0,1,1,2,1,0,21,0,1,1,84.01,8.07,5476.14,0.23,125,0.12,304.23,678.28,1,0,0,3,0.02,61,64,34,9,48,36.36,21,FALSE
1,1,0,0,0,0,1,0.08,0,0,1,1,1,1,0,12,0,1,1,63.93,2.75,483.48,0.06,45,0.36,26.86,175.81,1,0,0,2,0.07,22,23,12,3,15,0,12,TRUE
5,25,2,0,24,42,13,0.22,18,2.33,5,0.38,52,8,0.58,60,2,13,1,18.77,90,152013.39,0.56,332,0.01,8445.19,1689.04,0.62,12,21,41,0.14,160,172,16,18,91,28.57,60,TRUE
1,21,4,0,0,36,11,0.39,16,2.25,7,0.64,40,9,0.8,28,1,11,1,22.35,34.53,26650.95,0.26,153,0.03,1480.61,771.79,0.82,10,18,31,0.35,65,88,16,17,31,0,28,FALSE
13,58,8,15,12,80,32,0.24,30,2.67,21,0.66,105,20,0.61,120,0,27,0.84,49.52,51.79,132801.57,0.85,408,0.02,7377.86,2564.44,0.63,25,40,75,0.2,175,233,49,29,162,18.37,135,TRUE
10,1,1,0,1,0,1,0.05,0,0,1,1,19,1,0,20,0,1,1,64.31,7.2,3333.77,0.15,109,0.14,185.21,463.02,1,0,0,20,0.03,54,55,15,4,33,4.76,20,FALSE
