BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,c
3,2,5,0,4,2,0.33,2,2.0,2,1,7,1,0,1,1,13.18,4.2,232.47,0.02,16,0.24,12.92,55.35,0.5,1,2,7,0.25,7,9,5,6,8,83.33,6,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,1,2,1,2,1,1,0,0,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1,0,0,2,1,3,6,2,5,1,0,0,FALSE
5,3,5,0,8,3,0.5,4,2.0,1,0.33,13,1,0,1,0,13.12,11.56,1752.06,0.05,34,0.09,97.34,151.62,0.33,2,4,12,0.38,16,18,9,13,8,83.33,6,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,0,9,3,81,0.01,9,0.33,4.5,27,1,0,0,3,0.2,2,7,2,6,5,66.67,3,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,8,3,72,0.01,8,0.33,4,24,1,0,0,3,0.17,2,6,2,6,6,50,2,FALSE
1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,2,5.4,8,345.48,0.01,13,0.13,19.19,43.19,1,0,0,3,0.2,4,9,2,8,5,66.67,3,FALSE
5,2,5,0,6,3,0.43,2,3.0,3,1,10,3,1,2,2,16.59,5.79,555.43,0.03,24,0.17,30.86,96,1,2,3,9,0.3,9,15,7,9,10,71.43,7,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.25,2,4,2,4,4,50,2,FALSE
3,1,1,0,6,2,1,2,3.0,1,0.5,5,1,0,1,1,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,0.5,2,3,5,0.5,5,9,4,7,4,50,2,FALSE
3,2,4,0,4,2,0.4,2,2.0,2,1,7,1,0,1,1,12.33,4.8,284.19,0.02,16,0.21,15.79,59.21,0.5,1,2,7,0.29,6,10,5,8,7,80,5,FALSE
1,1,3,2,0,1,0.25,0,0,1,1,2,1,0,1,0,12.56,5.6,393.73,0.02,19,0.18,21.87,70.31,1,0,0,3,0.13,7,12,5,8,8,83.33,4,FALSE
3,0,4,0,4,2,0.4,2,2.0,1,0.5,6,1,0,1,2,6.18,5,154.4,0.01,11,0.2,8.58,30.88,0.5,1,2,6,0.29,4,7,2,5,7,80,5,FALSE
3,2,4,0,4,2,0.4,2,2.0,2,1,7,1,0,1,1,12.33,4.8,284.19,0.02,16,0.21,15.79,59.21,0.5,1,2,7,0.29,6,10,5,8,7,80,5,FALSE
11,17,49,12,20,6,0.11,10,2.0,6,1,54,6,1,7,1,82.49,15.76,20495,0.43,227,0.06,1138.61,1300.24,1,5,10,50,0.09,97,130,40,13,70,89.71,56,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
5,3,8,3,8,3,0.33,4,2.0,3,1,11,1,0,1,1,16.47,10.67,1874.06,0.06,40,0.09,104.11,175.69,0.33,2,4,10,0.21,16,24,9,12,14,91.67,9,FALSE
1,1,1,2,0,1,0.5,0,0,1,1,2,1,0,1,0,9,3.33,100,0.01,10,0.3,5.56,30,1,0,0,3,0.17,4,6,3,5,6,75,2,FALSE
5,3,8,1,8,3,0.27,4,2.0,3,1,13,1,0,3,2,8.83,23.14,4728.77,0.07,44,0.04,262.71,204.33,0.33,2,4,12,0.21,18,26,7,18,14,75,11,FALSE
5,1,7,1,8,3,0.3,4,2.0,2,0.67,11,1,0,3,1,12,8.33,833.33,0.03,25,0.12,46.3,100,0.33,2,4,10,0.23,10,15,6,10,13,72.73,10,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,4.75,1,4.75,0,3,1,0.26,4.75,1,0,0,2,0.5,1,2,1,2,2,0,0,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,0,1,0,4,1,0.5,2,2.0,1,1,1,1,0,1,2,8,3,72,0.01,8,0.33,4,24,1,1,2,2,0.25,2,6,2,6,4,50,2,FALSE
5,14,35,67,8,3,0.08,4,2.0,2,0.67,26,1,0,3,0,54.07,19.38,20319.16,0.35,192,0.05,1128.84,1048.21,0.33,2,4,25,0.03,56,136,26,18,107,97.14,38,FALSE
1,3,2,0,0,1,0.33,0,0,1,1,5,1,0,1,0,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,6,0.2,2,4,2,4,5,66.67,3,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,0,6.55,3,58.95,0.01,7,0.33,3.28,19.65,1,0,0,3,1,1,6,1,6,1,0,0,FALSE
3,2,4,0,4,2,0.4,2,2.0,2,1,7,1,0,1,2,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0.5,1,2,7,0.29,7,10,6,8,7,80,5,FALSE
3,2,4,0,4,2,0.4,2,2.0,2,1,7,1,0,1,2,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0.5,1,2,7,0.29,7,10,6,8,7,80,5,FALSE
3,1,2,0,4,2,0.67,2,2.0,2,1,5,1,0,1,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,0.5,1,2,5,0.4,3,6,3,6,5,66.67,3,FALSE
3,2,2,0,4,2,0.67,2,2.0,2,1,8,1,0,1,0,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,0.5,1,2,8,0.4,8,11,3,8,5,66.67,3,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,0.33,2,5,2,5,3,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
7,9,9,2,12,4,0.36,6,2.0,4,1,23,1,0,2,0,15.86,16,4061.18,0.08,54,0.06,225.62,253.82,0.25,3,6,21,0.27,20,34,10,16,15,84.62,11,FALSE
1,0,1,2,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.17,1,3,1,3,6,75,2,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,3,13.5,2,54,0.01,9,0.5,3,27,1,0,0,3,1,4,5,4,4,1,0,0,FALSE
5,0,5,0,8,3,0.43,4,2.0,1,0.33,10,1,0,2,5,10.85,9,879.05,0.03,25,0.11,48.84,97.67,0.33,2,4,9,0.27,9,16,5,10,11,71.43,7,FALSE
5,3,4,0,8,3,0.6,4,2.0,3,1,15,1,0,1,1,10.03,17.33,3014.58,0.06,39,0.06,167.48,173.92,0.33,2,4,14,0.43,13,26,6,16,7,80,5,FALSE
1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,2,6.64,6,239.18,0.01,12,0.17,13.29,39.86,1,0,0,3,0.2,3,9,2,8,5,66.67,3,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,6.64,6,239.18,0.01,12,0.17,13.29,39.86,1,0,0,3,0.5,3,9,2,8,2,0,1,FALSE
3,0,1,0,6,2,1,2,3.0,1,0.5,5,1,0,1,2,7,6,252,0.01,14,0.17,14,42,0.5,2,3,5,0.5,4,10,2,6,4,50,2,FALSE
3,2,2,4,4,2,0.5,2,2.0,2,1,6,1,0,2,0,8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,0.5,1,2,6,0.2,2,6,2,5,10,75,4,FALSE
1,0,1,0,4,1,0.5,2,2.0,1,1,1,1,0,1,2,8,3,72,0.01,8,0.33,4,24,1,1,2,2,0.25,2,6,2,6,4,50,2,FALSE
1,0,2,0,0,1,0.33,0,0,1,1,1,1,0,1,0,8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,1,0,0,2,0.2,2,6,2,5,5,66.67,3,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,1,2,1,2,1,1,0,0,FALSE
5,2,8,0,8,3,0.33,4,2.0,3,1,9,1,0,1,2,14.12,17.85,4498.36,0.08,53,0.06,249.91,252.01,0.33,2,4,8,0.27,21,32,10,17,11,88.89,9,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,2,0.25,1,5,1,5,4,50,2,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,0,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,0.33,2,1,2,1,3,0,1,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,0.5,3,5,3,5,2,0,0,FALSE
3,2,4,0,4,2,0.4,2,2.0,2,1,7,1,0,1,1,12.33,4.8,284.19,0.02,16,0.21,15.79,59.21,0.5,1,2,7,0.29,6,10,5,8,7,80,5,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,1,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,0.33,2,1,2,1,3,0,1,FALSE
3,0,1,0,4,2,1,2,2.0,1,0.5,5,1,0,1,0,5.99,3.75,84.22,0.01,8,0.27,4.68,22.46,0.5,1,2,5,0.5,3,5,2,5,4,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,2,10.28,4.38,196.76,0.01,13,0.23,10.93,44.97,1,0,0,2,0.33,5,8,4,7,3,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
3,2,4,0,4,2,0.4,2,2.0,2,1,7,1,0,1,2,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0.5,1,2,7,0.29,7,10,6,8,7,80,5,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,4.75,1,4.75,0,3,1,0.26,4.75,1,0,0,2,0.5,1,2,1,2,2,0,0,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,2,0.33,2,1,2,1,3,0,1,FALSE
3,2,1,0,4,2,1,2,2.0,1,0.5,8,1,0,1,2,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,0.5,1,2,8,0.33,6,8,6,7,6,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
3,0,2,0,6,2,0.67,2,3.0,1,0.5,5,1,0,1,1,9.34,6.67,415.13,0.02,18,0.15,23.06,62.27,0.5,2,3,5,0.4,5,13,3,8,5,66.67,3,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,0.25,3,5,3,5,4,50,2,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,0,0,0,0,2,0,0,2,1,0,0,3,0.5,2,0,2,0,2,0,1,FALSE
7,3,14,1,12,4,0.25,6,2.0,3,0.75,21,1,0,2,1,11.91,27.44,8971.59,0.11,68,0.04,498.42,326.9,0.25,3,6,19,0.21,26,42,9,19,19,88.24,16,FALSE
7,0,1,0,12,4,2,6,2.0,1,0.25,12,1,0,1,3,6.66,10,665.68,0.02,21,0.1,36.98,66.57,0.25,3,6,10,1,10,11,3,6,4,50,2,FALSE
1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,1,9.06,3.5,110.95,0.01,10,0.29,6.16,31.7,1,0,0,3,0.2,2,8,2,7,5,66.67,3,FALSE
5,4,18,1,8,3,0.14,4,2.0,2,0.67,14,1,0,3,5,22.46,14.39,4653.68,0.11,68,0.07,258.54,323.33,0.33,2,4,13,0.12,31,37,14,13,26,86.36,21,FALSE
1,1,1,4,4,1,0.5,2,2.0,1,1,2,1,0,1,2,11.24,4,179.89,0.01,13,0.25,9.99,44.97,1,1,2,3,0.13,3,10,3,8,8,83.33,2,FALSE
3,1,0,0,4,2,1,2,2.0,1,0.5,7,1,0,0,2,9.87,7.7,585.2,0.03,19,0.13,32.5,76,0.5,1,2,7,2,7,12,5,11,1,0,0,FALSE
7,4,9,0,10,4,0.36,4,2.5,4,1,17,3,0,2,2,19.24,10.2,2001.39,0.07,44,0.1,111.19,196.21,0.75,3,5,15,0.31,17,27,10,12,13,81.82,11,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
3,2,2,0,4,2,0.67,2,2.0,2,1,6,1,0,1,2,8.71,7,426.61,0.02,17,0.14,23.7,60.94,0.5,1,2,6,0.4,7,10,4,8,5,66.67,3,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.25,2,4,2,4,4,50,2,FALSE
7,4,10,0,10,4,0.33,4,2.5,4,1,15,4,1,2,2,17.63,12,2538.28,0.07,44,0.08,141.02,211.52,1,3,5,13,0.29,18,26,12,16,14,83.33,12,FALSE
1,1,1,0,4,1,0.5,2,2.0,1,1,2,1,0,1,0,6.55,3,58.95,0.01,7,0.33,3.28,19.65,1,1,2,3,0.25,1,6,1,6,4,50,2,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,3,33.44,0.63,13.06,0.01,9,1.6,0.73,20.9,1,0,0,3,0.33,5,4,4,1,3,0,1,FALSE
1,1,3,0,0,1,0.25,0,0,1,1,2,1,0,1,9,30.67,3,276,0.03,23,0.33,15.33,92,1,0,0,3,0.2,10,13,10,6,5,75,4,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.5,2,4,2,4,2,0,0,FALSE
1,2,2,7,0,1,0.33,0,0,1,1,3,1,0,1,0,14.4,3,129.56,0.01,13,0.33,7.2,43.19,1,0,0,4,0.08,4,9,4,6,12,90,3,FALSE
1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,0,7.24,2.5,45.24,0.01,7,0.4,2.51,18.09,1,0,0,4,0.33,1,6,1,5,3,50,2,FALSE
1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,3,15.95,2.5,99.66,0.01,12,0.4,5.54,39.86,1,0,0,4,0.2,5,7,5,5,5,50,2,FALSE
1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,6,20.97,3,188.72,0.02,17,0.33,10.48,62.91,1,0,0,3,0.25,7,10,7,6,4,66.67,3,FALSE
1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,2,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1,0,0,3,0.2,3,6,2,5,5,66.67,3,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.33,0,1,0,1,3,0,1,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,21,0.67,9.33,0,7,1.5,0.52,14,1,0,0,3,0.33,4,3,3,1,3,0,1,FALSE
1,2,21,18,0,1,0.05,0,0,1,1,7,1,0,1,0,43.54,11.88,6139.95,0.17,110,0.08,341.11,517.04,1,0,0,8,0.02,38,72,16,10,42,97.5,22,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,1,0,0,3,0.25,5,9,4,7,4,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,2,12.18,3,109.62,0.01,11,0.33,6.09,36.54,1,0,0,4,0.25,4,7,4,6,4,50,2,FALSE
1,0,1,0,4,1,0.5,2,2.0,1,1,1,1,0,1,2,8,3,72,0.01,8,0.33,4,24,1,1,2,2,0.25,2,6,2,6,4,50,2,FALSE
9,4,16,1,16,5,0.28,8,2.0,4,0.8,29,1,0,2,1,13.97,34.36,16494.55,0.16,96,0.03,916.36,480,0.2,4,8,26,0.24,36,60,11,21,21,89.47,18,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,9.05,2,36.19,0.01,7,0.5,2,18.09,1,0,0,2,1,2,5,2,4,1,0,0,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,1,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,0.33,2,1,2,1,3,0,1,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,1,2,4,2,4,1,0,0,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
3,2,4,0,4,2,0.4,2,2.0,2,1,7,1,0,1,1,12.33,4.8,284.19,0.02,16,0.21,15.79,59.21,0.5,1,2,7,0.29,6,10,5,8,7,80,5,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,3,0.33,0,1,0,1,3,0,1,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,1,1,4,1,4,1,0,0,FALSE
1,0,1,2,0,1,0.5,0,0,1,1,1,1,0,1,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,2,0.17,1,5,1,5,6,75,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,2,12.18,3,109.62,0.01,11,0.33,6.09,36.54,1,0,0,4,0.25,4,7,4,6,4,50,2,FALSE
3,0,1,0,4,2,1,2,2.0,1,0.5,5,1,0,1,3,7.83,4.67,170.53,0.01,11,0.21,9.47,36.54,0.5,1,2,5,0.5,4,7,3,7,4,50,2,FALSE
1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,0,6,2,24,0,6,0.5,1.33,12,1,0,0,3,0.2,4,2,2,2,5,66.67,3,FALSE
1,2,0,0,0,1,1,0,0,1,1,3,1,0,0,0,11.23,2,44.92,0.01,8,0.5,2.5,22.46,1,0,0,4,1,3,5,3,4,1,0,0,FALSE
5,2,5,0,6,3,0.43,2,3.0,3,1,10,3,1,2,2,16.59,5.79,555.43,0.03,24,0.17,30.86,96,1,2,3,9,0.3,9,15,7,9,10,71.43,7,FALSE
3,0,1,0,6,2,1,2,3.0,1,0.5,5,1,0,1,2,7,6,252,0.01,14,0.17,14,42,0.5,2,3,5,0.5,4,10,2,6,4,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,1,12.36,4.2,217.94,0.02,15,0.24,12.11,51.89,1,0,0,3,0.2,7,8,5,6,5,66.67,3,FALSE
9,0,6,17,14,5,0.56,6,2.33,1,0.2,14,1,0,3,1,10.89,19.5,4141.72,0.07,50,0.05,230.1,212.4,0.2,4,7,11,0.18,18,32,6,13,28,88.46,9,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,9.83,2,39.3,0.01,7,0.5,2.18,19.65,1,0,0,3,0.25,3,4,3,4,4,50,2,FALSE
1,0,2,0,0,1,0.33,0,0,1,1,1,1,0,1,0,9,3,81,0.01,9,0.33,4.5,27,1,0,0,2,0.2,2,7,2,6,5,66.67,3,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,2,0.33,3,5,3,5,3,50,2,FALSE
1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,3,15.95,2.5,99.66,0.01,12,0.4,5.54,39.86,1,0,0,4,0.2,5,7,5,5,5,50,2,FALSE
1,2,2,1,0,1,0.33,0,0,1,1,3,1,0,1,2,11.62,3,104.61,0.01,11,0.33,5.81,34.87,1,0,0,4,0.17,3,8,3,6,6,75,3,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.5,2,4,2,4,2,0,0,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,FALSE
1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,2,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1,0,0,3,0.2,3,6,2,5,5,66.67,3,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0.33,0,0,0,0,3,0,1,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,3,1,2,3,2,3,1,0,0,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
3,2,4,0,4,2,0.4,2,2.0,2,1,7,1,0,1,1,9.87,6.75,449.6,0.02,18,0.15,24.98,66.61,0.5,1,2,7,0.29,6,12,4,9,7,80,5,FALSE
9,2,17,38,16,5,0.21,8,2.0,3,0.6,21,1,0,7,3,17.27,20.42,7197.55,0.12,75,0.05,399.86,352.53,0.2,4,8,18,0.08,35,40,12,14,64,88.71,24,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
20,8,44,91,24,12,0.24,12,2.0,9,0.75,44,1,0,6,0,35.3,23.76,19928.53,0.28,151,0.04,1107.14,838.74,0.08,6,12,34,0.08,54,97,25,22,143,95.74,50,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,8,3,72,0.01,8,0.33,4,24,1,0,0,2,1,2,6,2,6,1,0,0,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,0.5,3,5,3,5,2,0,0,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.33,1,3,1,3,3,50,2,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,3,0.25,1,5,1,5,4,50,2,FALSE
1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,2,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,1,0,0,4,0.25,4,6,4,5,4,50,2,FALSE
3,2,2,4,4,2,0.67,2,2.0,2,1,7,1,0,1,3,10.81,6.3,429.12,0.02,19,0.16,23.84,68.11,0.5,1,2,7,0.2,9,10,5,7,10,85.71,3,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.33,2,4,2,4,3,50,2,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.25,3,6,3,6,4,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,1,1,4,1,4,1,0,0,FALSE
