LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,c
20,15,4,5,14,22,8,0.32,8,2,5,0.63,24,6,0,20,1,19.8,28.5,16082.33,0.19,115,0.04,893.46,564.29,0.75,7,11,18,0.13,38,77,12,18,60,48.72,25,FALSE
4,5,2,0,0,8,3,0.21,4,2,3,1,10,1,0,14,0,23.96,9.69,2250.48,0.08,50,0.1,125.03,232.19,0.33,2,4,9,0.15,21,29,13,12,20,0,14,FALSE
1,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,0,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.2,2,4,2,4,5,0,2,FALSE
16,11,4,0,14,20,6,0.23,10,2,1,0.17,26,1,0,26,0,35.17,22.8,18281.28,0.27,146,0.04,1015.63,801.81,0.17,5,10,22,0.1,57,89,25,20,58,35,26,FALSE
0,3,1,0,0,6,2,1,2,3,1,0.5,6,1,0,2,0,9.49,3.5,116.27,0.01,10,0.29,6.46,33.22,0.5,2,3,6,0.5,3,7,3,7,4,0,2,FALSE
13,5,1,0,12,8,3,0.09,4,2,1,0.33,19,1,0,35,0,31.11,23.57,17284.19,0.24,156,0.04,960.23,733.27,0.33,2,4,18,0.05,55,101,14,12,62,25.53,35,FALSE
1,3,1,0,0,0,2,1,0,0,2,1,6,1,0,2,0,7.66,18.67,2670.48,0.05,35,0.05,148.36,143.06,0.5,0,0,6,0.4,8,27,3,14,5,0,2,FALSE
2,3,1,1,0,4,2,0.33,2,2,2,1,5,1,0,5,0,16.5,4.5,334.04,0.02,19,0.22,18.56,74.23,0.5,1,2,5,0.2,6,13,6,9,10,16.67,6,TRUE
1,1,0,0,0,0,1,0.25,0,0,1,1,1,1,0,4,0,8.13,2,32.5,0.01,7,0.5,1.81,16.25,1,0,0,2,0.14,1,6,1,4,7,0,4,FALSE
6,1,2,2,14,0,1,0.1,0,0,1,1,3,1,0,8,1,22.75,9.92,2237.41,0.08,48,0.1,124.3,225.62,1,0,0,4,0.03,17,31,12,14,32,66.67,10,FALSE
27,5,1,5,25,8,3,0.09,4,2,3,1,31,1,0,30,0,51.95,30.8,49286.33,0.53,323,0.03,2738.13,1600.21,0.33,2,4,30,0.03,112,211,20,11,89,50,35,TRUE
1,3,0,1,0,0,2,0.17,0,0,1,0.5,6,1,0,11,1,10.7,9,867.02,0.03,29,0.11,48.17,96.34,0.5,0,0,6,0.14,12,17,4,6,14,8.33,12,FALSE
20,15,7,4,6,12,9,0.2,4,3,7,0.78,30,5,0,40,0,43.12,18.55,14836.51,0.27,141,0.05,824.25,799.81,0.56,4,6,23,0.13,53,88,30,21,72,20,44,FALSE
3,1,2,0,3,0,1,0.2,0,0,1,1,3,1,0,5,0,10.79,7.2,559.51,0.03,21,0.14,31.08,77.71,1,0,0,4,0.08,9,12,5,8,13,37.5,5,FALSE
0,1,2,0,0,0,1,0.2,0,0,1,1,5,1,0,5,3,20.77,8.25,1413.48,0.06,45,0.12,78.53,171.33,1,0,0,6,0.11,22,23,8,6,9,0,5,FALSE
1,3,0,0,0,4,2,0.5,2,2,1,0.5,6,1,0,4,0,11.83,9.33,1030.52,0.04,29,0.11,57.25,110.41,0.5,1,2,6,0.29,14,15,6,8,7,0,4,FALSE
4,1,1,1,0,0,1,0.17,0,0,1,1,2,1,0,5,1,16.3,4.08,271.98,0.02,18,0.24,15.11,66.61,1,0,0,3,0.08,7,11,6,7,12,16.67,6,TRUE
17,7,4,4,11,12,4,0.15,6,2,3,0.75,20,1,0,23,0,18.2,36.93,24819.33,0.22,130,0.03,1378.85,672.09,0.25,3,6,18,0.07,47,83,14,22,57,39.47,27,TRUE
2,3,0,1,0,4,2,0.25,2,2,1,0.5,6,1,0,7,2,9.09,11,1100,0.03,25,0.09,61.11,100,0.5,1,2,6,0.17,10,15,5,11,12,12.5,8,FALSE
8,3,0,0,0,4,2,0.13,2,2,1,0.5,7,1,0,15,0,12.49,28.7,10288.84,0.12,100,0.03,571.6,358.5,0.5,1,2,7,0.08,41,59,5,7,25,0,15,FALSE
2,1,0,13,0,0,1,0.06,0,0,1,1,1,1,0,5,0,61.05,10,6105.34,0.2,127,0.1,339.19,610.53,1,0,0,2,0.05,50,77,20,8,22,72.22,18,FALSE
3,7,2,1,2,12,4,0.31,6,2,2,0.5,16,1,0,12,0,16.48,18.75,5795.02,0.1,65,0.05,321.95,309.07,0.25,3,6,14,0.2,30,35,12,15,20,20,13,FALSE
1,1,0,0,0,0,1,0.05,0,0,1,1,1,1,0,19,2,10.42,45,21097.27,0.16,167,0.02,1172.07,468.83,1,0,0,2,0.05,36,131,2,5,22,0,19,FALSE
0,1,1,0,0,0,1,0.2,0,0,1,1,2,1,0,5,1,8.22,9,666.08,0.02,20,0.11,37,74.01,1,0,0,3,0.14,8,12,4,9,7,0,5,FALSE
17,35,3,0,0,48,22,0.48,24,2,20,0.91,63,1,0,46,0,35.98,41.03,60570.79,0.49,252,0.02,3365.04,1476.21,0.05,12,24,43,0.34,101,151,32,26,65,0,46,FALSE
18,17,5,6,11,32,9,0.24,16,2,6,0.67,35,1,0,32,0,26.92,45.5,55737.5,0.41,245,0.02,3096.53,1225,0.11,8,16,28,0.13,91,154,16,16,69,34.69,38,FALSE
9,1,4,0,3,0,1,0.13,0,0,1,1,5,1,0,8,1,21.89,4,350.28,0.03,23,0.25,19.46,87.57,1,0,0,6,0.05,8,15,7,7,22,27.27,8,FALSE
3,3,1,1,0,4,2,0.25,2,2,2,1,5,1,0,7,1,17.84,6.19,682.86,0.04,27,0.16,37.94,110.36,0.5,1,2,5,0.15,11,16,8,9,13,12.5,8,TRUE
37,15,3,9,70,26,8,0.15,12,2,6,0.75,35,1,0,46,0,29.04,41.61,50271.95,0.4,220,0.02,2792.89,1208.21,0.13,7,13,29,0.05,87,133,23,22,163,63.2,55,FALSE
5,1,2,0,3,0,1,0.1,0,0,1,1,3,1,0,10,0,22.45,4.29,412.33,0.03,26,0.23,22.91,96.21,1,0,0,4,0.05,10,16,7,6,20,23.08,10,FALSE
4,1,0,0,0,0,1,0.13,0,0,1,1,1,1,0,8,1,18.58,11,2247.77,0.07,57,0.09,124.88,204.34,1,0,0,2,0.07,22,35,6,6,14,0,8,FALSE
1,1,1,0,0,0,1,0.25,0,0,1,1,2,1,0,4,1,10.3,4,164.84,0.01,13,0.25,9.16,41.21,1,0,0,3,0.14,4,9,3,6,7,0,4,FALSE
34,15,5,9,52,20,8,0.2,6,3,4,0.5,27,1,0,32,0,40.58,25.19,25740.38,0.34,184,0.04,1430.02,1022.04,0.13,7,10,21,0.06,68,116,27,20,138,65.59,41,FALSE
2,5,2,0,0,8,3,0.5,4,2,2,0.67,11,1,0,6,0,17.34,8.25,1180.25,0.05,35,0.12,65.57,143.06,0.33,2,4,10,0.21,9,26,6,11,14,0,6,FALSE
9,7,3,1,5,12,4,0.15,6,2,4,1,16,1,0,26,0,23.42,21.94,11272.23,0.17,101,0.05,626.23,513.83,0.25,3,6,14,0.09,39,62,16,18,43,18.75,27,TRUE
1,1,1,0,0,0,1,0.1,0,0,1,1,2,1,0,10,3,14.99,5.33,426.42,0.03,21,0.19,23.69,79.95,1,0,0,3,0.08,8,13,6,8,12,0,10,FALSE
1,3,1,0,0,4,2,0.5,2,2,2,1,5,1,0,4,1,8.65,8,553.51,0.02,20,0.13,30.75,69.19,0.5,1,2,5,0.29,6,14,3,8,7,0,4,FALSE
0,13,7,0,0,0,7,1,0,0,6,0.86,30,1,0,0,1,0,0,0,0,0,0,0,0,0.14,0,0,25,0.07,0,0,0,0,100,0,0,FALSE
19,11,1,9,17,20,6,0.15,10,2,1,0.17,27,1,0,32,0,32.58,28.39,26259.72,0.31,185,0.04,1458.87,925,0.17,5,10,23,0.08,73,112,18,14,79,44.83,41,FALSE
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,FALSE
9,9,2,1,4,14,5,0.24,6,2,4,0.8,20,3,0,20,0,25.86,19.73,10069.57,0.17,103,0.05,559.42,510.28,0.6,4,7,17,0.14,37,66,15,16,36,20,21,FALSE
10,1,5,0,6,0,1,0.07,0,0,1,1,6,1,0,14,0,38.55,5.41,1127.78,0.07,50,0.18,62.65,208.5,1,0,0,7,0.03,17,33,11,7,32,30,14,FALSE
7,7,6,3,6,12,4,0.18,6,2,4,1,21,1,0,19,1,31.77,11.63,4293.21,0.12,72,0.09,238.51,369.31,0.25,3,6,19,0.11,31,41,20,15,37,32.14,22,FALSE
16,13,1,6,11,20,7,0.25,8,2,3,0.43,22,6,0,22,0,17.7,38.25,25897.75,0.23,132,0.03,1438.76,677.07,0.86,6,10,17,0.12,51,81,14,21,57,43.59,28,FALSE
12,21,2,15,10,40,11,0.16,20,2,2,0.18,59,1,0,53,5,30.35,65.33,129533.9,0.66,355,0.02,7196.33,1982.66,0.09,10,20,50,0.11,168,187,27,21,97,32.04,68,TRUE
4,3,0,1,1,4,2,0.33,2,2,1,0.5,5,1,0,5,0,8.3,6.67,369.01,0.02,16,0.15,20.5,55.35,0.5,1,2,5,0.15,5,11,3,8,13,28.57,6,FALSE
0,3,0,0,0,4,2,0.33,2,2,1,0.5,6,1,0,6,2,9.25,8,592.07,0.02,20,0.13,32.89,74.01,0.5,1,2,6,0.25,10,10,5,8,8,0,6,FALSE
2,7,0,0,0,0,4,0.8,0,0,1,0.25,13,4,1,5,2,7.17,12,1032.47,0.03,24,0.08,57.36,86.04,1,0,0,11,0.44,8,16,3,9,9,0,5,FALSE
1,5,1,0,0,0,3,0.5,0,0,2,0.67,10,3,1,6,2,8.38,10,837.62,0.03,22,0.1,46.53,83.76,1,0,0,9,0.33,8,14,4,10,9,0,6,FALSE
17,5,4,6,13,8,3,0.08,4,2,3,1,15,1,0,34,1,41.24,31.72,41502.39,0.44,233,0.03,2305.69,1308.23,0.33,2,4,14,0.04,92,141,29,20,72,35.85,40,FALSE
2,7,1,0,0,12,4,0.36,6,2,2,0.5,13,1,0,11,1,10.18,16.5,2771.94,0.06,43,0.06,154,168,0.25,3,6,11,0.27,12,31,4,11,15,0,11,FALSE
0,1,0,0,0,0,1,0.13,0,0,1,1,1,1,0,8,3,15.88,7,777.94,0.04,31,0.14,43.22,111.13,1,0,0,2,0.11,10,21,5,7,9,0,8,FALSE
1,13,1,0,0,0,7,0.7,0,0,3,0.43,22,1,0,10,1,14.22,20.25,5830.36,0.1,62,0.05,323.91,287.92,0.14,0,0,17,0.58,27,35,10,15,12,0,10,FALSE
11,3,3,3,10,4,2,0.08,2,2,2,1,8,1,0,21,1,23.75,19.5,9030.08,0.15,101,0.05,501.67,463.08,0.5,1,2,8,0.04,39,62,12,12,47,38.24,24,TRUE
0,5,1,1,1,0,3,0.43,0,0,2,0.67,10,1,0,6,0,14.06,8.67,1055.91,0.04,32,0.12,58.66,121.84,0.33,0,0,9,0.3,13,19,6,8,10,25,7,FALSE
3,5,2,0,0,8,3,0.17,4,2,3,1,13,1,0,18,0,27.93,20.43,11656.27,0.19,120,0.05,647.57,570.59,0.33,2,4,12,0.13,44,76,14,13,23,0,18,FALSE
5,3,3,0,4,0,2,0.13,0,0,1,0.5,8,1,0,15,0,60.71,7.71,3612.83,0.16,88,0.13,200.71,468.33,0.5,0,0,8,0.08,36,52,28,12,26,21.05,15,FALSE
1,9,1,0,0,0,5,0.28,0,0,2,0.4,22,1,0,18,4,17.34,20.09,7000.82,0.12,76,0.05,388.93,348.46,0.2,0,0,19,0.25,34,42,11,13,20,0,18,FALSE
28,31,6,5,35,54,16,0.16,24,2,9,0.56,59,8,0,95,2,50.7,37.73,72190.59,0.64,334,0.03,4010.59,1913.13,0.5,15,27,45,0.1,115,219,32,21,166,29.63,100,FALSE
4,1,2,0,0,0,1,0.1,0,0,1,1,3,1,0,10,0,29.93,8.88,2362.67,0.09,58,0.11,131.26,265.93,1,0,0,4,0.06,21,37,13,11,16,0,10,FALSE
1,1,1,0,0,0,1,0.13,0,0,1,1,2,1,0,8,1,12.15,16.71,3395.18,0.07,47,0.06,188.62,203.13,1,0,0,3,0.09,18,29,7,13,11,0,8,FALSE
2,7,0,0,0,0,4,0.29,0,0,1,0.25,16,1,0,14,3,23.76,19,8577.24,0.15,92,0.05,476.51,451.43,0.25,0,0,14,0.24,38,54,15,15,17,0,14,FALSE
11,1,4,0,6,0,1,0.14,0,0,1,1,5,1,0,7,0,24.37,5,609.18,0.04,32,0.2,33.84,121.84,1,0,0,6,0.04,10,22,7,7,26,46.15,7,FALSE
9,11,1,6,10,20,6,0.15,10,2,3,0.5,22,6,1,33,1,28.62,39.24,44060.1,0.37,211,0.03,2447.78,1122.93,1,5,10,18,0.1,71,140,19,21,60,32.65,39,FALSE
0,1,1,0,0,0,1,0.07,0,0,1,1,2,1,0,15,2,9.39,38.67,14045.29,0.12,105,0.03,780.29,363.24,1,0,0,3,0.06,29,76,3,8,17,0,15,FALSE
3,7,2,0,0,12,4,0.5,6,2,3,0.75,16,1,0,8,0,17.72,10.83,2080,0.06,48,0.09,115.56,192,0.25,3,6,14,0.24,13,35,6,10,17,0,8,FALSE
16,11,10,9,9,20,6,0.15,10,2,6,1,29,1,0,31,0,39.1,16,10008.97,0.21,121,0.06,556.05,625.56,0.17,5,10,25,0.09,40,81,20,16,67,36.73,40,TRUE
37,1,10,0,7,0,1,0.01,0,0,1,1,107,1,0,107,0,1028.47,10.4,111346.25,3.57,1364,0.1,6185.9,10701.25,1,0,0,108,0.01,511,853,221,9,153,6.14,107,FALSE
0,3,1,0,0,0,2,1,0,0,2,1,6,1,0,0,2,0,0,0,0,0,0,0,0,0.5,0,0,6,0.18,0,0,0,0,11,0,0,FALSE
1,84,0,1,0,0,47,0.75,0,0,1,0.02,153,5,0,62,1,49.53,53.67,142651.41,0.89,450,0.02,7925.08,2658.1,0.11,0,0,108,0.72,161,289,36,24,65,1.59,63,FALSE
5,1,2,0,2,0,1,0.25,0,0,1,1,3,1,0,4,0,11.63,2,46.53,0.01,9,0.5,2.58,23.26,1,0,0,4,0.08,2,7,2,4,13,33.33,4,FALSE
7,5,1,3,3,8,3,0.27,4,2,2,0.67,10,1,0,8,0,8.09,21,3568.26,0.06,40,0.05,198.24,169.92,0.33,2,4,9,0.13,15,25,5,14,23,42.86,11,TRUE
2,13,8,2,0,0,8,0.21,0,0,8,1,33,5,0,37,1,34.99,21.11,15596.05,0.25,133,0.05,866.45,738.76,0.63,0,0,27,0.19,57,76,27,20,42,5.13,39,FALSE
2,21,3,0,0,0,11,0.55,0,0,3,0.27,42,3,0,20,0,21.13,30.33,19439.18,0.21,138,0.03,1079.95,640.85,0.27,0,0,33,0.46,56,82,12,13,24,0,20,FALSE
1,3,0,0,0,0,2,0.67,0,0,1,0.5,5,1,0,3,0,14.4,7.5,810,0.04,27,0.13,45,108,0.5,0,0,5,0.33,9,18,6,10,6,0,3,FALSE
3,3,1,1,0,4,2,0.25,2,2,2,1,5,1,0,7,0,17.09,4.57,357.2,0.03,20,0.22,19.84,78.14,0.5,1,2,5,0.15,8,12,7,8,13,12.5,8,TRUE
1,9,1,0,0,0,5,0.28,0,0,1,0.2,22,1,0,18,1,11.83,26,7994.02,0.1,70,0.04,444.11,307.46,0.2,0,0,19,0.25,32,38,8,13,20,0,18,FALSE
0,12,1,3,0,14,7,0.44,6,2,2,0.29,19,5,0,13,2,22.03,12,3172.85,0.09,55,0.08,176.27,264.4,0.71,4,7,14,0.39,18,37,12,16,18,18.75,16,FALSE
1,13,2,0,0,0,7,0.35,0,0,3,0.43,28,6,0,20,0,17.27,17.55,5319.03,0.1,67,0.06,295.5,303.08,0.86,0,0,23,0.3,27,40,10,13,23,0,20,FALSE
11,3,0,0,15,4,2,0.4,2,2,1,0.5,5,1,0,5,1,15.23,6,548.26,0.03,24,0.17,30.46,91.38,0.5,1,2,5,0.06,9,15,6,8,32,75,5,FALSE
15,3,4,1,2,4,2,0.22,2,2,2,1,8,1,0,8,0,21.15,4.5,428.33,0.03,25,0.22,23.8,95.18,0.5,1,2,8,0.07,9,16,7,7,28,27.27,9,FALSE
11,3,1,1,4,4,2,0.1,2,2,1,0.5,7,1,0,20,0,22.1,19.17,8119.88,0.14,95,0.05,451.1,423.65,0.5,1,2,7,0.05,46,49,12,10,38,20,21,FALSE
2,1,1,0,1,0,1,0.33,0,0,1,1,2,1,0,3,0,10.8,2.5,67.5,0.01,9,0.4,3.75,27,1,0,0,3,0.13,3,6,3,5,8,25,3,FALSE
5,1,2,0,0,0,1,0.11,0,0,1,1,3,1,0,9,3,28.28,5.25,779.42,0.05,38,0.19,43.3,148.46,1,0,0,4,0.06,12,26,8,7,18,0,9,FALSE
2,5,2,0,0,8,3,0.5,4,2,2,0.67,11,1,0,6,0,17.34,8.25,1180.25,0.05,35,0.12,65.57,143.06,0.33,2,4,10,0.21,9,26,6,11,14,0,6,FALSE
2,3,1,0,0,0,2,0.18,0,0,1,0.5,7,1,0,11,0,18.01,6.25,703.67,0.04,27,0.16,39.09,112.59,0.5,0,0,7,0.13,10,17,8,10,15,0,11,FALSE
2,1,1,0,1,0,1,0.17,0,0,1,1,3,1,0,6,1,8.72,4,139.48,0.01,11,0.25,7.75,34.87,1,0,0,4,0.01,4,7,3,6,80,14.29,6,FALSE
1,7,0,0,0,0,4,0.4,0,0,1,0.25,16,1,0,10,3,8.7,21.6,4061.3,0.06,46,0.05,225.63,188.02,0.25,0,0,14,0.33,18,28,5,12,12,0,10,FALSE
8,13,1,7,2,18,7,0.19,6,3,2,0.29,24,5,0,29,0,22.98,22.76,11910.2,0.17,102,0.04,661.68,523.19,0.71,6,9,19,0.15,43,59,17,18,48,23.68,36,TRUE
22,11,9,0,16,20,6,0.16,10,2,4,0.67,28,1,0,38,1,56.19,18.28,18778.17,0.34,182,0.05,1043.23,1027.18,0.17,5,10,24,0.08,65,117,32,18,78,29.63,38,FALSE
13,11,2,2,30,20,6,0.12,10,2,4,0.67,23,1,0,48,1,35.29,31.25,34462.66,0.37,202,0.03,1914.59,1102.81,0.17,5,10,19,0.06,75,127,24,20,95,40,50,FALSE
4,3,2,0,2,4,2,0.18,2,2,2,1,8,1,0,11,0,15.45,11,1869.09,0.06,40,0.09,103.84,169.92,0.5,1,2,8,0.11,16,24,8,11,19,15.38,11,FALSE
4,27,5,0,13,0,14,0.41,0,0,14,1,61,14,1,34,4,36.12,34.34,42589.6,0.41,230,0.03,2366.09,1240.23,1,0,0,49,0.22,101,129,25,17,65,27.66,34,FALSE
15,6,1,0,6,0,5,0.17,0,0,5,1,16,1,0,30,1,25.36,25.88,16988.95,0.22,126,0.04,943.83,656.39,0.2,0,0,13,0.09,44,82,17,20,53,16.67,30,FALSE
0,5,1,0,0,0,3,0.6,0,0,2,0.67,11,1,0,5,1,4.61,13.5,840.64,0.02,18,0.07,46.7,62.27,0.33,0,0,10,0.5,6,12,2,9,6,0,5,FALSE
7,26,11,4,5,30,16,0.19,12,2,12,0.75,57,8,0,81,1,41.54,53.56,119157.6,0.74,355,0.02,6619.87,2224.71,0.5,9,15,43,0.16,122,233,41,36,99,10,85,FALSE
3,51,9,0,2,0,26,0.33,0,0,16,0.62,108,22,0,80,2,59.54,44.94,120228.24,0.89,438,0.02,6679.35,2675.53,0.85,0,0,84,0.3,192,246,47,22,86,2.44,80,FALSE
24,9,3,6,16,16,5,0.14,8,2,4,0.8,24,1,0,30,1,30.18,28,23660,0.28,169,0.04,1314.44,845,0.2,4,8,21,0.06,72,97,18,14,77,42.31,36,FALSE
1,9,0,0,0,0,5,0.56,0,0,1,0.2,17,3,0,9,2,8.93,15.75,2214.71,0.05,38,0.06,123.04,140.62,0.6,0,0,14,0.42,14,24,4,9,12,0,9,FALSE
3,7,3,0,0,12,4,0.5,6,2,3,0.75,16,1,0,8,0,20.85,10,2084.61,0.07,51,0.1,115.81,208.46,0.25,3,6,14,0.24,14,37,7,10,17,0,8,FALSE
0,5,1,1,1,0,3,0.38,0,0,2,0.67,10,1,0,7,0,15.56,9,1260,0.05,35,0.11,70,140,0.33,0,0,9,0.27,14,21,7,9,11,22.22,8,FALSE
13,11,2,1,0,20,6,0.25,10,2,2,0.33,24,1,0,23,2,14.74,29.17,12541.67,0.14,86,0.03,696.76,430,0.17,5,10,20,0.15,35,51,12,20,39,4.17,24,FALSE
8,3,4,9,5,4,2,0.11,2,2,2,1,8,1,0,10,1,33.28,9.97,3306.02,0.11,69,0.1,183.67,331.71,0.5,1,2,8,0.06,23,46,15,13,34,58.33,19,TRUE
28,9,4,5,23,16,5,0.14,8,2,5,1,23,1,0,32,2,39.89,20.67,17036.72,0.27,168,0.05,946.48,824.36,0.2,4,8,20,0.06,62,106,18,12,89,46.67,37,FALSE
9,11,3,3,10,20,6,0.16,10,2,6,1,24,1,0,35,1,34.2,29.65,30059.84,0.34,201,0.03,1669.99,1013.92,0.17,5,10,20,0.1,63,138,17,16,59,27.08,38,TRUE
3,7,3,0,0,12,4,0.5,6,2,3,0.75,16,1,0,8,0,21.13,9.29,1821.84,0.07,48,0.11,101.21,196.2,0.25,3,6,14,0.24,13,35,7,10,17,0,8,FALSE
22,13,4,8,23,24,7,0.27,12,2,5,0.71,30,1,0,18,0,32.65,14.37,6740.64,0.16,93,0.07,374.48,469.13,0.14,6,12,25,0.1,39,54,19,14,72,63.27,26,FALSE
2,5,2,0,0,0,3,0.43,0,0,2,0.67,11,1,0,7,0,18.58,9.43,1651.29,0.06,42,0.11,91.74,175.14,0.33,0,0,10,0.2,12,30,7,11,15,0,7,FALSE
1,13,1,0,0,0,7,0.41,0,0,6,0.86,24,6,0,17,3,29.56,17.53,9086.14,0.17,109,0.06,504.79,518.28,0.86,0,0,19,0.37,51,58,16,11,19,0,17,FALSE
0,3,1,0,0,0,2,0.29,0,0,1,0.5,6,1,0,7,0,19.99,4,319.82,0.03,21,0.25,17.77,79.95,0.5,0,0,6,0.22,6,15,6,8,9,0,7,FALSE
0,1,1,0,0,0,1,0.2,0,0,1,1,2,1,0,5,0,13.32,3.5,163.12,0.02,13,0.29,9.06,46.6,1,0,0,3,0.14,5,8,5,7,7,0,5,FALSE
1,3,1,0,0,0,2,0.25,0,0,2,1,7,1,0,8,2,14.86,9.6,1369.94,0.05,32,0.1,76.11,142.7,0.5,0,0,7,0.2,16,16,10,12,10,0,8,FALSE
2,1,0,0,0,0,1,0.11,0,0,1,1,1,1,0,9,0,15.4,11,1863.6,0.06,51,0.09,103.53,169.42,1,0,0,2,0.08,22,29,5,5,13,0,9,FALSE
23,23,10,8,19,42,12,0.21,20,2,6,0.5,67,6,0,50,2,117.86,30.67,110843.58,1.2,533,0.03,6157.98,3614.46,0.5,11,21,57,0.11,232,301,87,23,105,35.06,58,TRUE
0,9,1,0,0,0,5,1,0,0,4,0.8,18,4,0,0,1,0,0,0,0,0,0,0,0,0.8,0,0,15,0.45,0,0,0,0,11,0,0,FALSE
1,1,3,0,0,0,1,0.2,0,0,1,1,5,1,0,5,0,25,1.8,81,0.02,15,0.56,4.5,45,1,0,0,6,0.13,6,9,5,3,8,0,5,FALSE
3,11,4,0,0,0,6,0.46,0,0,5,0.83,26,1,0,13,0,26.14,14.06,5163.5,0.12,85,0.07,286.86,367.36,0.17,0,0,22,0.27,23,62,9,11,22,0,13,FALSE
7,1,1,8,6,0,1,0.07,0,0,1,1,2,1,0,6,0,21.37,13.3,3780.76,0.09,62,0.08,210.04,284.27,1,0,0,3,0.03,19,43,10,14,29,70,14,TRUE
0,5,2,0,0,0,3,0.33,0,0,3,1,11,1,0,9,0,15.35,10.67,1746.31,0.05,43,0.09,97.02,163.72,0.33,0,0,10,0.27,16,27,6,8,11,0,9,FALSE
3,1,1,0,4,0,1,0.25,0,0,1,1,2,1,0,4,0,14.99,3,134.92,0.01,13,0.33,7.5,44.97,1,0,0,3,0.08,5,8,5,6,13,50,4,FALSE
0,1,4,0,0,0,1,0.2,0,0,1,1,5,1,0,5,1,34.06,3,306.56,0.03,25,0.33,17.03,102.19,1,0,0,6,0.14,11,14,11,6,7,0,5,FALSE
1,3,0,0,0,0,2,0.33,0,0,1,0.5,5,1,0,6,1,9.6,6.13,360.21,0.02,17,0.16,20.01,58.81,0.5,0,0,5,0.22,7,10,4,7,9,0,6,FALSE
14,13,3,3,19,24,7,0.23,12,2,4,0.57,29,5,0,27,0,12.36,44.1,24032.81,0.18,110,0.02,1335.16,544.96,0.71,6,12,24,0.11,42,68,10,21,65,44.9,30,FALSE
7,33,2,14,26,0,17,0.17,0,0,7,0.41,60,6,0,86,1,28.06,80.83,183341.27,0.76,404,0.01,10185.63,2268.34,0.35,0,0,45,0.11,143,261,23,26,153,31.75,100,FALSE
1,17,0,0,0,0,9,0.47,0,0,1,0.11,29,9,1,19,3,19.68,25.33,12630.47,0.17,98,0.04,701.69,498.57,1,0,0,22,0.43,40,58,15,19,21,0,19,FALSE
5,5,1,1,0,8,3,0.21,4,2,1,0.33,10,1,0,13,1,19.01,14.67,4089.46,0.09,58,0.07,227.19,278.83,0.33,2,4,9,0.14,22,36,12,16,21,7.14,14,TRUE
23,21,2,13,15,40,11,0.14,20,2,8,0.73,44,1,0,66,0,44.4,36.47,59060.03,0.54,321,0.03,3281.11,1619.25,0.09,10,20,35,0.09,99,222,19,14,119,29.79,79,TRUE
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,FALSE
2,13,1,0,0,0,7,0.64,0,0,5,0.71,25,6,0,11,1,7.1,27.62,5419.98,0.07,48,0.04,301.11,196.2,0.86,0,0,20,0.5,17,31,4,13,14,0,11,FALSE
0,1,1,0,0,0,1,0.25,0,0,1,1,2,1,0,4,0,11.84,5.63,374.67,0.02,18,0.18,20.81,66.61,1,0,0,3,0.17,5,13,4,9,6,0,4,FALSE
1,11,0,0,0,0,6,0.6,0,0,1,0.17,19,5,0,10,3,9.15,19.2,3374.61,0.06,43,0.05,187.48,175.76,0.83,0,0,15,0.46,16,27,5,12,13,0,10,FALSE
30,21,5,7,46,38,11,0.27,18,2,3,0.27,47,1,0,34,0,45.21,24.8,27807.82,0.37,203,0.04,1544.88,1121.28,0.09,10,19,38,0.09,93,110,30,16,118,60.92,41,FALSE
15,11,4,0,0,20,6,0.33,10,2,5,0.83,28,1,0,18,0,26.43,17.45,8053.59,0.15,102,0.06,447.42,461.4,0.17,5,10,24,0.15,32,70,11,12,39,0,18,FALSE
5,9,2,1,20,0,5,0.28,0,0,4,0.8,17,1,0,17,0,17.71,13.85,3394.73,0.08,51,0.07,188.6,245.18,0.2,0,0,14,0.11,24,27,13,15,45,55.26,18,FALSE
