LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,c
0,1,0,0,1,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.2,1,3,1,3,5,25,3,FALSE
0,4,3,0,0,0,3,0.27,0,0,2,0.67,10,1,0,11,0,2,0.67,17.22,9.29,1484.89,0.05,37,0.11,82.49,159.91,0.33,0,0,9,0.25,10,27,7,13,12,0,11,FALSE
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,1,1,4,1,4,1,0,0,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,1,1,1,3.62,5,90.47,0.01,7,0.2,5.03,18.09,1,0,0,2,0.25,2,5,1,5,4,0,3,FALSE
0,1,2,0,0,0,1,0.25,0,0,1,1,3,1,0,4,0,1,1,13.74,3,123.63,0.01,13,0.33,6.87,41.21,1,0,0,4,0.2,3,10,3,6,5,0,4,FALSE
2,1,2,0,3,0,1,0.1,0,0,1,1,5,1,0,10,0,1,1,37.14,6.4,1521.19,0.08,57,0.16,84.51,237.69,1,0,0,6,0.06,16,41,10,8,18,23.08,10,FALSE
5,13,11,0,0,24,7,0.21,12,2.0,6,0.86,42,5,0.67,34,2,5,0.71,42.13,26.79,30243.28,0.38,200,0.04,1680.18,1128.77,0.71,6,12,37,0.18,74,126,29,21,40,0,34,FALSE
13,12,14,0,4,4,8,0.15,2,2.0,8,1,46,1,0,54,0,8,1,90.48,17.04,26283.38,0.51,259,0.06,1460.19,1542.14,0.13,1,2,40,0.11,98,161,46,16,73,6.9,54,FALSE
1,1,5,0,1,0,1,0.2,0,0,1,1,6,1,0,5,0,1,1,32.5,5.32,919.39,0.06,40,0.19,51.08,172.88,1,0,0,7,0.11,13,27,11,9,9,16.67,5,FALSE
13,7,21,0,5,12,4,0.11,6,2.0,4,1,55,1,0,37,1,4,1,89.21,24,51383.14,0.71,347,0.04,2854.62,2140.96,0.25,3,6,53,0.07,144,203,54,18,56,11.9,37,FALSE
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,2,1,1,10.87,3.5,133.19,0.01,11,0.29,7.4,38.05,1,0,0,3,0.2,4,7,4,7,5,0,3,FALSE
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,1,1,1,11.39,3.5,139.52,0.01,12,0.29,7.75,39.86,1,0,0,3,0.25,3,9,3,7,4,0,3,FALSE
1,13,10,0,0,24,7,0.32,12,2.0,7,1,40,1,0,22,3,7,1,54.54,15.58,13243.53,0.28,153,0.06,735.75,849.85,0.14,6,12,35,0.28,55,98,30,17,25,0,22,FALSE
0,1,1,0,1,0,1,0.2,0,0,1,1,2,1,0,5,2,1,1,10.82,5.83,368.18,0.02,19,0.17,20.45,63.12,1,0,0,3,0.14,5,14,3,7,7,16.67,5,FALSE
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,0,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,3,0.25,1,5,1,5,4,0,3,FALSE
0,5,3,0,0,8,3,0.17,4,2.0,2,0.67,13,3,1,18,1,2,0.67,24.12,18.56,8310.37,0.15,88,0.05,461.69,447.7,1,2,4,12,0.16,33,55,16,18,19,0,18,FALSE
0,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,0,1,1,8,3,72,0.01,8,0.33,4,24,1,0,0,3,1,2,6,2,6,1,0,0,FALSE
19,27,27,0,1,52,14,0.13,26,2.0,10,0.71,149,1,0,106,0,10,0.71,125.82,44.77,252155.78,1.88,829,0.02,14008.65,5632.57,0.07,13,26,137,0.11,308,521,86,25,127,0.93,106,TRUE
1,1,4,0,11,0,1,0.2,0,0,1,1,5,1,0,5,0,1,1,32.02,5.63,1012.98,0.06,41,0.18,56.28,180.09,1,0,0,6,0.06,15,26,12,9,18,68.75,5,FALSE
0,7,3,0,0,6,4,0.25,2,3.0,2,0.5,14,3,0.67,16,0,3,0.75,23.55,8.45,1681.86,0.07,44,0.12,93.44,199.04,0.75,2,3,12,0.24,13,31,10,13,17,0,16,FALSE
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,1,1,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.25,3,6,3,6,4,0,3,FALSE
1,8,5,0,1,8,5,0.24,4,2.0,4,0.8,22,3,0.5,21,1,4,0.8,28.45,10.64,3218.64,0.1,66,0.09,178.81,302.61,0.6,2,4,19,0.21,18,48,11,13,24,4.55,21,FALSE
5,11,7,0,0,20,6,0.27,10,2.0,5,0.83,32,1,0,22,2,4,0.67,39.49,17,11411.18,0.22,127,0.06,633.95,671.25,0.17,5,10,28,0.21,44,83,22,17,28,0,22,FALSE
2,3,5,0,0,4,2,0.2,2,2.0,2,1,12,1,0,10,1,1,0.5,31.89,8.53,2320.9,0.09,56,0.12,128.94,272.05,0.5,1,2,12,0.15,21,35,16,13,13,0,10,FALSE
0,1,1,0,1,0,1,0.33,0,0,1,1,2,1,0,3,1,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,0.2,3,5,3,5,5,25,3,FALSE
7,6,14,0,0,4,4,0.17,2,2.0,4,1,26,1,0,23,2,4,1,68.58,11.02,8321.46,0.25,136,0.09,462.3,755.42,0.25,1,2,24,0.13,47,89,32,15,32,0,23,TRUE
0,1,2,0,0,0,1,0.2,0,0,1,1,3,1,0,5,0,1,1,26.28,4.2,463.52,0.04,27,0.24,25.75,110.36,1,0,0,4,0.17,12,15,10,7,6,0,5,FALSE
12,15,20,0,16,16,9,0.15,8,2.0,9,1,61,1,0,61,0,9,1,90.69,22.53,46024.85,0.68,327,0.04,2556.94,2043.07,0.11,4,8,54,0.1,118,209,55,21,91,20.78,61,FALSE
0,1,2,0,0,0,1,0.2,0,0,1,1,3,1,0,5,0,1,1,26.28,4.2,463.52,0.04,27,0.24,25.75,110.36,1,0,0,4,0.17,12,15,10,7,6,0,5,FALSE
0,7,6,0,0,12,4,0.21,6,2.0,3,0.75,22,1,0,19,2,1,0.25,28.87,14.62,6175.54,0.14,83,0.07,343.09,422.26,0.25,3,6,20,0.19,26,57,16,18,21,0,19,FALSE
15,27,17,4,6,38,15,0.21,18,2.11,15,1,83,7,0.43,66,1,14,0.93,73.44,25.26,46844.09,0.62,314,0.04,2602.45,1854.76,0.47,10,19,70,0.16,109,205,41,19,94,13.16,70,TRUE
21,30,25,1,3,26,18,0.16,12,2.17,16,0.89,115,3,0.12,112,1,11,0.61,102.5,38.09,148686.82,1.3,597,0.03,8260.37,3903.88,0.17,7,13,99,0.13,219,378,69,24,138,3.45,113,TRUE
0,7,5,0,0,10,4,0.29,4,2.5,2,0.5,19,3,0.67,14,1,2,0.5,31.35,9.97,3114.36,0.1,65,0.1,173.02,312.48,0.75,3,5,17,0.27,23,42,15,13,15,0,14,FALSE
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
0,1,1,0,0,0,1,0.2,0,0,1,1,2,1,0,5,0,1,1,13.31,6.75,606.54,0.03,23,0.15,33.7,89.86,1,0,0,3,0.17,9,14,6,9,6,0,5,FALSE
0,3,3,0,0,6,2,0.5,2,3.0,2,1,9,1,0,4,1,2,1,19.99,5.33,568.57,0.04,28,0.19,31.59,106.61,0.5,2,3,9,0.4,8,20,6,8,5,0,4,FALSE
3,6,4,0,0,4,4,0.31,2,2.0,3,0.75,15,3,0.67,13,1,3,0.75,28.67,7,1404.72,0.07,45,0.14,78.04,200.67,0.75,1,2,13,0.22,14,31,11,11,18,0,13,FALSE
0,7,6,0,0,10,4,0.29,4,2.5,2,0.5,20,3,0.67,14,1,2,0.5,34.38,9.75,3268.21,0.11,69,0.1,181.57,335.2,0.75,3,5,18,0.27,24,45,16,13,15,0,14,FALSE
2,5,7,0,0,8,3,0.2,4,2.0,3,1,18,1,0,15,1,3,1,40.99,14,8034.06,0.19,111,0.07,446.34,573.86,0.33,2,4,17,0.17,44,67,22,14,18,0,15,FALSE
4,17,5,0,0,24,9,0.45,8,3.0,9,1,50,9,1,20,1,9,1,46.86,14.55,9917.4,0.23,134,0.07,550.97,681.72,1,8,12,43,0.35,47,87,21,13,26,0,20,TRUE
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,0,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,0.25,3,5,3,5,4,0,3,FALSE
10,11,19,0,3,20,6,0.17,10,2.0,6,1,48,1,0,36,0,4,0.67,115.58,11.75,15944.27,0.45,223,0.09,885.79,1357.5,0.17,5,10,44,0.12,83,140,53,15,50,7.69,36,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,2,0.25,1,5,1,5,4,0,3,FALSE
0,1,7,0,0,0,1,0.06,0,0,1,1,24,1,0,16,3,1,1,94.19,8.43,6687.19,0.26,156,0.12,371.51,793.64,1,0,0,25,0.06,65,91,27,7,18,0,16,FALSE
0,7,5,0,0,8,4,0.36,2,4.0,3,0.75,17,4,1,11,1,1,0.25,18.54,18,6006.03,0.11,68,0.06,333.67,333.67,1,3,4,15,0.33,24,44,12,18,12,0,11,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,3,FALSE
0,1,2,0,0,0,1,0.2,0,0,1,1,3,1,0,5,0,1,1,13.3,6.4,544.7,0.03,23,0.16,30.26,85.11,1,0,0,4,0.17,8,15,5,8,6,0,5,FALSE
0,4,1,1,0,0,3,0.3,0,0,2,0.67,8,1,0,9,0,2,0.67,16.11,9,1304.52,0.05,33,0.11,72.47,144.95,0.33,0,0,7,0.27,9,24,7,14,11,10,10,FALSE
0,1,2,0,0,0,1,0.2,0,0,1,1,3,1,0,5,1,1,1,21.11,4.81,488.85,0.03,26,0.21,27.16,101.58,1,0,0,4,0.14,11,15,8,7,7,0,5,FALSE
12,15,20,1,7,16,9,0.17,8,2.0,7,0.78,56,5,0.5,52,1,7,0.78,99,17.94,31877.94,0.59,287,0.06,1771,1776.48,0.56,4,8,49,0.12,102,185,54,19,73,13.33,53,TRUE
0,4,6,0,1,0,3,0.2,0,0,2,0.67,15,1,0,15,0,2,0.67,39.6,10.15,4079.38,0.13,79,0.1,226.63,401.91,0.33,0,0,14,0.17,29,50,20,14,18,6.25,15,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,3,FALSE
1,4,4,0,0,0,3,0.21,0,0,2,0.67,12,1,0,14,0,2,0.67,33.04,9.75,3140.4,0.11,67,0.1,174.47,322.09,0.33,0,0,11,0.19,26,41,16,12,16,0,14,FALSE
0,3,7,0,0,4,2,0.17,2,2.0,2,1,16,1,0,12,0,2,1,31.49,14,6172.93,0.15,89,0.07,342.94,440.92,0.5,1,2,16,0.15,34,55,17,14,13,0,12,FALSE
2,3,6,1,0,4,2,0.18,2,2.0,2,1,11,1,0,10,1,2,1,25.4,13.71,4777.91,0.12,71,0.07,265.44,348.39,0.5,1,2,11,0.14,24,47,14,16,14,9.09,11,TRUE
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,1,1,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.25,3,6,3,6,4,0,3,FALSE
0,1,1,0,1,0,1,0.33,0,0,1,1,2,1,0,3,1,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,0.17,3,5,3,5,6,25,3,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,3,FALSE
0,1,2,0,0,0,1,0.25,0,0,1,1,3,1,0,4,0,1,1,13.44,4,215.1,0.02,15,0.25,11.95,53.77,1,0,0,4,0.2,4,11,4,8,5,0,4,FALSE
0,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,1,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,1,3,6,3,6,1,0,0,FALSE
1,1,6,0,2,0,1,0.14,0,0,1,1,7,1,0,7,1,1,1,48.91,5.25,1347.98,0.09,56,0.19,74.89,256.76,1,0,0,8,0.09,21,35,16,8,11,22.22,7,TRUE
0,1,3,0,0,0,1,0.2,0,0,1,1,4,1,0,5,0,1,1,26.58,2,106.3,0.02,16,0.5,5.91,53.15,1,0,0,5,0.17,6,10,6,4,6,0,5,FALSE
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
2,3,2,0,0,6,2,0.33,2,3.0,2,1,7,1,0,6,0,2,1,17.23,8.67,1294.27,0.05,34,0.12,71.9,149.34,0.5,2,3,7,0.22,13,21,9,12,9,0,6,FALSE
1,1,4,0,0,0,1,0.13,0,0,1,1,6,1,0,8,0,1,1,56.7,4.97,1402.71,0.09,60,0.2,77.93,282.03,1,0,0,7,0.09,27,33,19,7,11,0,8,FALSE
10,22,17,0,3,30,12,0.27,12,2.5,10,0.83,69,7,0.55,45,1,8,0.67,69.77,26.35,48459.37,0.61,299,0.04,2692.19,1838.77,0.58,9,15,59,0.2,110,189,48,23,59,6.25,45,TRUE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,3,FALSE
0,3,8,0,0,4,2,0.18,2,2.0,2,1,16,1,0,11,0,2,1,36.54,9.29,3150.52,0.11,74,0.11,175.03,339.29,0.5,1,2,16,0.17,26,48,14,10,12,0,11,FALSE
0,1,0,0,0,0,1,0.2,0,0,1,1,1,1,0,5,1,1,1,8.98,6,323.33,0.02,17,0.17,17.96,53.89,1,0,0,2,0.17,6,11,3,6,6,0,5,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,1,1,1,3.62,5,90.47,0.01,7,0.2,5.03,18.09,1,0,0,2,0.25,2,5,1,5,4,0,3,FALSE
1,5,5,0,3,8,3,0.27,4,2.0,3,1,14,1,0,11,0,2,0.67,28.48,9.5,2569.87,0.09,59,0.11,142.77,270.51,0.33,2,4,13,0.18,19,40,12,12,17,21.43,11,TRUE
4,9,5,0,0,16,5,0.25,8,2.0,5,1,34,4,0.75,20,1,5,1,41.69,12.35,6361.1,0.17,106,0.08,353.39,514.95,0.8,4,8,31,0.19,35,71,17,12,26,0,20,FALSE
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,0,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,0.25,3,5,3,5,4,0,3,TRUE
4,5,5,0,0,8,3,0.2,4,2.0,3,1,18,1,0,15,2,2,0.67,31.14,17.14,9151.3,0.18,101,0.06,508.41,533.83,0.33,2,4,17,0.15,40,61,21,18,20,0,15,FALSE
6,9,10,0,2,14,5,0.21,6,2.33,5,1,34,4,0.75,24,1,3,0.6,47.78,23.7,26838.69,0.38,195,0.04,1491.04,1132.43,0.8,4,7,31,0.15,79,116,35,21,33,7.69,24,FALSE
0,3,8,0,0,4,2,0.17,2,2.0,2,1,16,1,0,12,0,2,1,33.66,13.22,5883.89,0.15,89,0.08,326.88,445,0.5,1,2,16,0.15,34,55,18,14,13,0,12,FALSE
1,3,5,0,0,4,2,0.33,2,2.0,2,1,13,1,0,6,2,2,1,25.23,6.5,1066,0.05,41,0.15,59.22,164,0.5,1,2,13,0.22,13,28,8,8,9,0,6,TRUE
0,3,4,0,0,4,2,0.15,2,2.0,2,1,10,1,0,13,2,2,1,25.59,14,5014.84,0.12,73,0.07,278.6,358.2,0.5,1,2,10,0.13,28,45,15,15,15,0,13,FALSE
0,1,2,0,1,0,1,0.33,0,0,1,1,3,1,0,3,0,0,0,12,3,108,0.01,12,0.33,6,36,1,0,0,4,0.2,2,10,2,6,5,25,3,FALSE
0,1,2,0,0,0,1,0.25,0,0,1,1,3,1,0,4,0,1,1,11.7,3.33,130,0.01,13,0.3,7.22,39,1,0,0,4,0.2,4,9,3,5,5,0,4,FALSE
0,1,2,0,0,0,1,0.25,0,0,1,1,3,1,0,4,0,1,1,16.61,3,149.49,0.02,15,0.33,8.3,49.83,1,0,0,4,0.2,4,11,4,6,5,0,4,FALSE
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,2,1,1,5,1,5,1,0,0,FALSE
2,7,7,0,0,12,4,0.18,6,2.0,4,1,23,3,0.67,22,1,3,0.75,28.83,15.47,6896.24,0.15,90,0.06,383.12,445.88,0.75,3,6,21,0.16,29,61,15,16,25,0,22,FALSE
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,0,1,1,8,3,72,0.01,8,0.33,4,24,1,0,0,3,0.25,2,6,2,6,4,0,3,FALSE
1,3,2,0,0,4,2,0.33,2,2.0,2,1,8,1,0,6,1,2,1,15.86,7.2,822.39,0.04,30,0.14,45.69,114.22,0.5,1,2,8,0.25,8,22,5,9,8,0,6,FALSE
0,3,4,0,0,4,2,0.25,2,2.0,2,1,9,1,0,8,0,2,1,28.73,7.92,1800.5,0.08,51,0.13,100.03,227.43,0.5,1,2,9,0.2,19,32,12,10,10,0,8,FALSE
2,10,9,0,0,12,6,0.18,6,2.0,5,0.83,30,3,0.4,33,0,4,0.67,45.02,14.88,9961.7,0.22,125,0.07,553.43,669.69,0.5,3,6,26,0.16,42,83,24,17,37,0,33,FALSE
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,0,1,1,10.57,3,95.1,0.01,10,0.33,5.28,31.7,1,0,0,3,0.25,3,7,3,6,4,0,3,FALSE
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,1,1,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.25,3,6,3,6,4,0,3,FALSE
7,7,22,0,0,4,5,0.09,2,2.0,5,1,52,1,0,57,0,5,1,139.4,16.46,37755.59,0.76,357,0.06,2097.53,2294.18,0.2,1,2,49,0.08,144,213,70,16,65,0,57,TRUE
1,1,2,0,0,0,1,0.2,0,0,1,1,3,1,0,5,1,1,1,14.99,5.33,426.42,0.03,21,0.19,23.69,79.95,1,0,0,4,0.14,8,13,6,8,7,0,5,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,3,FALSE
0,3,5,0,0,4,2,0.22,2,2.0,2,1,12,1,0,9,0,1,0.5,20.53,8.13,1355.23,0.06,40,0.12,75.29,166.8,0.5,1,2,12,0.2,13,27,8,10,10,0,9,FALSE
6,27,7,0,0,44,14,0.37,18,2.44,14,1,86,9,0.62,38,2,14,1,41.06,42.15,72932.91,0.58,323,0.02,4051.83,1730.49,0.64,13,22,74,0.31,119,204,24,17,45,0,38,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,3,FALSE
11,43,16,0,4,76,22,0.21,34,2.24,17,0.77,119,12,0.52,103,3,18,0.82,70.89,48.94,169799.06,1.16,557,0.02,9433.28,3469.45,0.55,21,38,99,0.18,208,349,51,24,119,3.74,103,FALSE
7,4,3,0,3,0,3,0.21,0,0,2,0.67,16,1,0,14,0,2,0.67,41.24,11.05,5037.64,0.15,92,0.09,279.87,455.79,0.33,0,0,15,0.12,35,57,19,12,26,17.65,14,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,3,FALSE
1,1,4,0,0,0,1,0.07,0,0,1,1,12,1,0,14,0,1,1,93.83,7.6,5424.68,0.24,138,0.13,301.37,713.45,1,0,0,13,0.06,63,75,29,7,17,0,14,FALSE
19,24,17,2,12,16,15,0.17,8,2.0,9,0.6,83,1,0,86,0,11,0.73,92.86,35.1,114410.43,1.09,495,0.03,6356.14,3259.56,0.07,4,8,70,0.12,189,306,70,26,122,14,88,TRUE
2,5,6,0,7,8,3,0.25,4,2.0,3,1,15,1,0,12,1,3,1,29.1,10.5,3208.05,0.1,65,0.1,178.23,305.53,0.33,2,4,14,0.13,21,44,13,13,23,36.84,12,TRUE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,3,FALSE
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
5,11,6,0,0,18,6,0.26,8,2.25,4,0.67,27,1,0,23,2,6,1,22.86,24.7,13948.3,0.19,111,0.04,774.91,564.71,0.17,5,9,23,0.21,39,72,15,19,29,0,23,FALSE
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,0,1,1,8,3,72,0.01,8,0.33,4,24,1,0,0,3,0.25,2,6,2,6,4,0,3,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,1,1,1,3.62,5,90.47,0.01,7,0.2,5.03,18.09,1,0,0,2,0.25,2,5,1,5,4,0,3,FALSE
0,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,1,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,1,3,6,3,6,1,0,0,FALSE
0,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,1,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,1,3,6,3,6,1,0,0,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,3,FALSE
5,11,8,0,1,18,6,0.3,8,2.25,6,1,41,5,0.8,20,2,6,1,46.13,20.69,19748.29,0.32,170,0.05,1097.13,954.5,0.83,5,9,37,0.21,60,110,29,20,28,4.76,20,FALSE
0,6,4,0,0,4,4,0.25,2,2.0,3,0.75,15,1,0,16,0,2,0.5,24.11,11.64,3264.45,0.09,59,0.09,181.36,280.54,0.25,1,2,13,0.24,16,43,11,16,17,0,16,FALSE
0,1,1,0,0,0,1,0.2,0,0,1,1,2,1,0,5,0,1,1,13.31,6.75,606.54,0.03,23,0.15,33.7,89.86,1,0,0,3,0.17,9,14,6,9,6,0,5,FALSE
2,12,5,0,1,14,7,0.33,6,2.33,6,0.86,29,3,0.33,21,0,7,1,28.85,17.34,8678.36,0.17,101,0.06,482.13,500.37,0.43,4,7,24,0.28,37,64,16,15,25,4.55,21,FALSE
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,1,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,0.25,3,5,3,5,4,0,3,FALSE
0,3,5,0,5,4,2,0.11,2,2.0,2,1,12,1,0,18,1,2,1,24.85,16.5,6765,0.14,82,0.06,375.83,410,0.5,1,2,12,0.08,33,49,16,16,24,21.74,18,FALSE
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,0,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,3,0.25,1,5,1,5,4,0,3,FALSE
1,5,5,0,0,8,3,0.33,4,2.0,3,1,16,3,1,9,1,3,1,27.86,8.67,2092.83,0.08,52,0.12,116.27,241.48,1,2,4,15,0.27,16,36,12,13,11,0,9,FALSE
3,13,8,0,3,0,9,0.17,0,0,8,0.89,50,1,0,52,0,5,0.56,64.7,19.5,24605.14,0.42,234,0.05,1366.95,1261.8,0.11,0,0,43,0.15,78,156,28,14,60,5.45,52,FALSE
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,1,1,1,11.39,3.5,139.52,0.01,12,0.29,7.75,39.86,1,0,0,3,0.25,3,9,3,7,4,0,3,FALSE
3,7,9,0,2,12,4,0.24,6,2.0,4,1,24,1,0,17,2,3,0.75,33.69,16.2,8841.71,0.18,104,0.06,491.21,545.78,0.25,3,6,22,0.16,36,68,20,18,25,10.53,17,FALSE
18,30,12,2,7,42,17,0.19,20,2.1,14,0.82,96,8,0.44,88,1,13,0.76,66.14,38.06,95809.13,0.84,418,0.03,5322.73,2517.35,0.47,11,21,81,0.15,139,279,42,23,117,9.28,90,TRUE
0,1,2,0,0,0,1,0.14,0,0,1,1,3,1,0,7,0,1,1,22.75,5.5,688.04,0.04,30,0.18,38.22,125.1,1,0,0,4,0.11,11,19,9,9,9,0,7,FALSE
0,1,2,0,0,0,1,0.2,0,0,1,1,3,1,0,5,0,1,1,26.28,4.2,463.52,0.04,27,0.24,25.75,110.36,1,0,0,4,0.17,12,15,10,7,6,0,5,FALSE
3,5,4,0,0,8,3,0.23,4,2.0,3,1,17,1,0,13,2,2,0.67,23.77,15.54,5735.89,0.12,76,0.06,318.66,369.21,0.33,2,4,16,0.18,29,47,14,15,17,0,13,FALSE
3,11,7,0,0,18,6,0.29,8,2.25,4,0.67,28,4,0.6,21,2,4,0.67,37.67,18.75,13244.88,0.24,131,0.05,735.83,706.39,0.67,5,9,24,0.24,50,81,24,18,25,0,21,FALSE
0,1,2,0,0,0,1,0.25,0,0,1,1,3,1,0,4,1,1,1,13.66,4.2,240.91,0.02,16,0.24,13.38,57.36,1,0,0,4,0.17,6,10,5,7,6,0,4,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,3,FALSE
2,8,6,0,0,8,5,0.2,4,2.0,4,0.8,29,1,0,25,1,4,0.8,42.86,17.68,13404.49,0.25,153,0.06,744.69,757.99,0.2,2,4,26,0.18,56,97,19,12,28,0,25,FALSE
3,11,6,0,0,18,6,0.43,8,2.25,5,0.83,28,1,0,14,3,6,1,37.16,16.43,10037.72,0.2,114,0.06,557.65,610.76,0.17,5,9,24,0.32,42,72,23,18,19,0,14,FALSE
